Human Timestamp,Unix Time,Microseconds,Accelerometer X (m/s/s),Accelerometer Y (m/s/s),Accelerometer Z (m/s/s),Gyroscope X (degrees/s),Gyroscope Y (degrees/s),Gyroscope Z (degrees/s),Magnetometer X (mG),Magnetometer Y (mG),Magnetometer Z (mG),IMU Temperature (deg C),Pressure (Pascals),Pressure Temperature (deg C)
Wed Jan 01 01:04:31 CET 2020,1577837071,250790,0.48224622,-0.0748198,-9.083342,2.3697904436510813,0.06443853274853058,-3.2289242705813197,27.291433,-336.0247,248.97112,35.129906,99879.45,35.74
Wed Jan 01 01:04:31 CET 2020,1577837071,350790,0.42450178,0.4683727,-9.662939,-5.2910828422330445,-4.503066310978813,-3.837468322692591,28.721401,-337.19308,250.87193,35.135944,99879.31,35.74
Wed Jan 01 01:04:31 CET 2020,1577837071,450790,0.089505285,0.7039131,-10.043377,-2.4139117960875662,-7.675005857968772,-2.581352821116558,35.079956,-340.17944,254.10461,35.13438,99878.81,35.74
Wed Jan 01 01:04:31 CET 2020,1577837071,550790,0.24341622,0.87596077,-9.91756,1.6176777883519018,-3.409300763206426,-0.1281158883459325,37.21401,-345.04047,258.73676,35.13618,99878.81,35.74
Wed Jan 01 01:04:31 CET 2020,1577837071,650790,0.47280434,0.3100472,-9.810335,0.30720942479919056,-2.8211868693765334,2.289866605623223,34.5459,-347.51675,263.0441,35.13668,99878.43,35.74
Wed Jan 01 01:04:31 CET 2020,1577837071,750790,0.48474967,0.3464723,-9.966208,-6.774502182363692,-0.3653030296023032,1.0953564506120648,36.69085,-354.4573,268.03152,35.141506,99878.66,35.742504
Wed Jan 01 01:04:31 CET 2020,1577837071,850790,0.36574286,0.0688575,-9.942532,16.066046249566845,2.0704857865058233,-1.8917098348762231,37.44071,-350.5685,269.6882,35.137207,99879.49,35.748
Wed Jan 01 01:04:31 CET 2020,1577837071,950790,0.35730788,-0.17137168,-10.342164,9.497523144477098,2.3260109042370596,-2.6012854380623973,34.14481,-338.57074,268.04898,35.13959,99877.73,35.745003
Wed Jan 01 01:04:32 CET 2020,1577837072,50790,0.32314914,-0.5833558,-10.0681095,-4.367270311284399,-3.6178325098461777,0.19995050566677214,33.115932,-337.38492,271.06586,35.13217,99880.234,35.75
Wed Jan 01 01:04:32 CET 2020,1577837072,150790,0.04770355,-0.5674565,-9.843466,6.790796888775601,3.7634533572067017,0.9259860489245261,36.02818,-336.86176,274.3443,35.132206,99879.086,35.7475
Wed Jan 01 01:04:32 CET 2020,1577837072,250826,0.45761025,-1.0077813,-9.878385,2.14381758129273,6.003028369279232,-0.07567005787420417,31.982422,-332.53696,275.1988,35.138214,99879.68,35.75
Wed Jan 01 01:04:32 CET 2020,1577837072,350790,0.4146636,-0.77197915,-9.569455,2.0685502626770234,-1.0148524259597094,-4.448534687773358,27.572632,-333.45032,278.76282,35.138,99878.91,35.75
Wed Jan 01 01:04:32 CET 2020,1577837072,450790,0.7873298,-0.72045326,-9.615581,0.10640210036016187,1.8830405034356983,-3.0960330744499203,25.390625,-333.095,281.45926,35.13639,99877.89,35.75
Wed Jan 01 01:04:32 CET 2020,1577837072,550790,1.0462615,-0.47949523,-9.539221,-7.376949152275866,0.951797409688995,-0.43819002729226025,21.379744,-338.08246,286.28976,35.13801,99879.234,35.75
Wed Jan 01 01:04:32 CET 2020,1577837072,650790,1.0615723,-0.5126965,-9.657857,2.81680431644109,0.034945135582180833,0.4450751615395962,22.269114,-342.09332,290.03906,35.13806,99879.09,35.75
Wed Jan 01 01:04:32 CET 2020,1577837072,750790,0.47147655,-0.92582756,-9.670414,1.8538180703087341,0.8334445747699311,-2.2651076252278717,21.432058,-341.15164,292.37582,35.137417,99879.055,35.75
Wed Jan 01 01:04:32 CET 2020,1577837072,850842,0.7465956,-0.4808967,-10.339721,2.9729639939089627,-2.0859013716805603,-3.298693590479129,22.04241,-339.1462,293.7186,35.14165,99880.016,35.7525
Wed Jan 01 01:04:32 CET 2020,1577837072,950790,0.07930487,-0.26870382,-9.863032,-9.179862885174366,-0.7420791074084306,-3.6545291430908957,23.385183,-343.75,297.52023,35.13737,99877.61,35.75
Wed Jan 01 01:04:33 CET 2020,1577837073,50790,0.40873757,0.054420527,-9.791675,8.10574733629816,1.6608779759423247,-2.2773301728566184,26.45438,-342.70367,298.74094,35.144745,99878.06,35.752
Wed Jan 01 01:04:33 CET 2020,1577837073,150790,0.1051482,0.13900247,-9.69953,-0.2464233973707543,-1.3944192431697133,0.7451411571043381,24.57101,-336.7397,297.92133,35.140453,99878.6,35.7575
Wed Jan 01 01:04:33 CET 2020,1577837073,250790,0.052631665,0.0067292643,-9.771076,-7.802837857090951,-0.3731133509182128,3.063286415493211,27.435303,-343.8263,302.41394,35.138588,99879.09,35.7525
